state_sch_id,sch_name,level,stn_membership,stn_white_pct,stn_male_pct,stn_attendance_pct,stn_chronic_absence_pct,stn_safety_pct,stn_ell_pct,stn_frpl_pct,stn_gifted_pct,stn_homeless_pct,stn_iep_pct,stn_migrant_pct,tchr_experience_avg,tchr_new_pct,tchr_ma_plus_pct,tchr_national_board_pct,tchr_turnover_pct,tchr_waivers_pct,tell_students,tell_community,tell_leadership,dist_seek_funding,dist_building_funding,title1_status,student_teacher_ratio,prof_rd,prof_ma,cluster,pc1,pc2
030145070,Sorgho Elementary School,ES,422,0.7796208530805687,0.5450236966824644,0.963,0.052132701421800945,0.026066350710900472,0.06635071090047394,0.6232227488151659,0.02132701421800948,0.0071090047393364926,0.24881516587677724,0.009478672985781991,10.8,4.3,0.782,0.13043478260869565,0.30434782608695654,0.043478260869565216,0.7240000000000001,0.924,0.863,3975,11698982,3,0.06666666666666667,54.1,42.6,21,0.6053620020216341,0.8070410115438925
030145011,Southern Oaks Elementary School,ES,406,0.8103448275862069,0.5147783251231527,0.958,0.13054187192118227,0.019704433497536946,0.11822660098522167,0.5320197044334976,0.034482758620689655,0,0.16502463054187191,0.027093596059113302,12,12.5,0.7510000000000001,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.9490000000000001,0.987,0.972,3975,11698982,3,0.0625,57.9,61.9,4,1.6657191702556537,0.3594237070495132
030145095,Tamarack Elementary School,ES,492,0.75,0.5223577235772358,0.96,0.08333333333333333,0.026422764227642278,0.06707317073170732,0.6422764227642277,0.0040650406504065045,0.008130081300813009,0.1565040650406504,0,16.2,3.4,0.828,0.13793103448275862,0.13793103448275862,0,0.9520000000000001,0.903,0.965,3975,11698982,3,0.0625,61.9,65.4,2,2.271048174753163,0.21500808512636077
030145130,West Louisville Elementary School,ES,322,0.8944099378881988,0.484472049689441,0.9590000000000001,0.11180124223602485,0.027950310559006212,0.043478260869565216,0.5838509316770186,0.09627329192546584,0.040372670807453416,0.20496894409937888,0,11.9,9.1,0.727,0,0.22727272727272727,0,0.804,0.903,0.857,3975,11698982,3,0.0625,54.5,62.1,21,0.3291283983900277,0.32728857799291433
030145140,Whitesville Elementary School,ES,318,0.9276729559748428,0.5283018867924528,0.9640000000000001,0.06289308176100629,0.025157232704402517,0.0031446540880503146,0.5534591194968553,0.012578616352201259,0.012578616352201259,0.21069182389937108,0,11.5,15.8,0.685,0,0.10526315789473684,0.05263157894736842,0.987,0.9890000000000001,1,3975,11698982,3,0.0625,54.6,50.7,5,1.2810328203158725,-0.7090615263451553
054146017,Dawson Springs Elementary,ES,322,0.9316770186335404,0.5217391304347826,0.95,0.14906832298136646,0.15527950310559005,0,0.7204968944099379,0.19254658385093168,0.006211180124223602,0.2577639751552795,0.006211180124223602,9.6,0,0.5,0,0.2857142857142857,0,0.79,0.897,0.823,5869,239566,3,0.07142857142857142,40,38.9,8,-1.6072210208972293,-0.906910883136252
019147030,Lincoln Elementary School,ES,484,0.8636363636363636,0.518595041322314,0.953,0.15495867768595042,0.08057851239669421,0.026859504132231406,0.8243801652892562,0.1962809917355372,0.06818181818181818,0.3677685950413223,0,11.4,10.7,0.555,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.79,0.88,0.955,5381,340080,3,0.06666666666666667,45.9,35.4,8,-1.5639773517679203,-1.2538863981568502
063149010,East Bernstadt Elementary School,ES,464,0.9762931034482759,0.4956896551724138,0.953,0.10991379310344827,0.023706896551724137,0.004310344827586207,0.6185344827586207,0.1336206896551724,0.0021551724137931034,0.2543103448275862,0,12.7,3.6,0.857,0,0.14285714285714285,0,0.912,0.96,0.915,5192,541461,3,0.06666666666666667,65.8,64.8,17,1.3175707910806294,-1.5622823748039942
031151080,Kyrock Elementary School,ES,275,0.9672727272727273,0.5054545454545455,0.934,0.23636363636363636,0.0036363636363636364,0.007272727272727273,0.76,0.11636363636363636,0.0036363636363636364,0.3709090909090909,0.01090909090909091,13.4,0,0.688,0,0.25,0,0.868,0.958,0.9009999999999999,4990,698039,3,0.07692307692307693,82.8,67.2,19,-0.6842904913262723,-2.665738311773886
031151020,South Edmonson Elementary School,ES,430,0.958139534883721,0.5558139534883721,0.9359999999999999,0.20232558139534884,0.023255813953488372,0.004651162790697674,0.6255813953488372,0.1372093023255814,0.02558139534883721,0.2837209302325581,0.0069767441860465115,12.1,4,0.72,0,0.16,0.04,0.905,0.9390000000000001,0.953,4990,698039,3,0.06666666666666667,53.5,57.6,10,-0.17373162259705843,-2.244803261523732
